x,y,z
7.551020408163264364e+00,-5.510204081632652517e+00,-2.846314035818408001e+02
7.959183673469389930e+00,-5.510204081632652517e+00,-3.081216159933362064e+02
8.367346938775511944e+00,-5.510204081632652517e+00,-3.326114119117035557e+02
8.775510204081633958e+00,-5.510204081632652517e+00,-3.581007913369429616e+02
9.183673469387755972e+00,-5.510204081632652517e+00,-3.845897542690545947e+02
9.591836734693877986e+00,-5.510204081632652517e+00,-4.120783007080383413e+02
1.000000000000000000e+01,-5.510204081632652517e+00,-4.405664306538941446e+02
-1.000000000000000000e+01,-5.102040816326530503e+00,-2.239900041649312925e+02
-9.591836734693877986e+00,-5.102040816326530503e+00,-2.041649312786339578e+02
-9.183673469387755972e+00,-5.102040816326530503e+00,-1.853394418992086798e+02
-8.775510204081632182e+00,-5.102040816326530503e+00,-1.675135360266555153e+02
-8.367346938775510168e+00,-5.102040816326530503e+00,-1.506872136609745780e+02
-7.959183673469388154e+00,-5.102040816326530503e+00,-1.348604748021657826e+02
-7.551020408163265252e+00,-5.102040816326530503e+00,-1.200333194502290723e+02
-7.142857142857142350e+00,-5.102040816326530503e+00,-1.062057476051645182e+02
-6.734693877551020336e+00,-5.102040816326530503e+00,-9.337775926697207751e+01
-6.326530612244898322e+00,-5.102040816326530503e+00,-8.154935443565182140e+01
-5.918367346938775420e+00,-5.102040816326530503e+00,-7.072053311120365038e+01
-5.510204081632652517e+00,-5.102040816326530503e+00,-6.089129529362763549e+01
-5.102040816326530503e+00,-5.102040816326530503e+00,-5.206164098292377673e+01
-4.693877551020408490e+00,-5.102040816326530503e+00,-4.423157017909205280e+01
-4.285714285714285587e+00,-5.102040816326530503e+00,-3.740108288213242815e+01
-3.877551020408162685e+00,-5.102040816326530503e+00,-3.157017909204497386e+01
-3.469387755102040671e+00,-5.102040816326530503e+00,-2.673885880882964727e+01
-3.061224489795918657e+00,-5.102040816326530503e+00,-2.290712203248646261e+01
-2.653061224489795755e+00,-5.102040816326530503e+00,-2.007496876301541278e+01
-2.244897959183672853e+00,-5.102040816326530503e+00,-1.824239900041649065e+01
-1.836734693877550839e+00,-5.102040816326530503e+00,-1.740941274468971400e+01
-1.428571428571428825e+00,-5.102040816326530503e+00,-1.757600999583506507e+01
-1.020408163265305035e+00,-5.102040816326530503e+00,-1.874219075385256161e+01
-6.122448979591830209e-01,-5.102040816326530503e+00,-2.090795501874219298e+01
-2.040816326530610070e-01,-5.102040816326530503e+00,-2.407330279050395561e+01
2.040816326530610070e-01,-5.102040816326530503e+00,-2.823823406913785661e+01
6.122448979591830209e-01,-5.102040816326530503e+00,-3.340274885464388888e+01
1.020408163265306811e+00,-5.102040816326530503e+00,-3.956684714702208794e+01
1.428571428571428825e+00,-5.102040816326530503e+00,-4.673052894627238629e+01
1.836734693877550839e+00,-5.102040816326530503e+00,-5.489379425239482657e+01
2.244897959183674629e+00,-5.102040816326530503e+00,-6.405664306538943720e+01
2.653061224489796643e+00,-5.102040816326530503e+00,-7.421907538525616133e+01
3.061224489795918657e+00,-5.102040816326530503e+00,-8.538109121199499896e+01
3.469387755102040671e+00,-5.102040816326530503e+00,-9.754269054560599272e+01
3.877551020408162685e+00,-5.102040816326530503e+00,-1.107038733860891000e+02
4.285714285714286476e+00,-5.102040816326530503e+00,-1.248646397334444202e+02
4.693877551020408490e+00,-5.102040816326530503e+00,-1.400249895876718256e+02
5.102040816326530503e+00,-5.102040816326530503e+00,-1.561849229487713160e+02
5.510204081632654294e+00,-5.102040816326530503e+00,-1.733444398167430620e+02
5.918367346938776308e+00,-5.102040816326530503e+00,-1.915035401915868647e+02
6.326530612244898322e+00,-5.102040816326530503e+00,-2.106622240733028093e+02
6.734693877551020336e+00,-5.102040816326530503e+00,-2.308204914618908674e+02
7.142857142857142350e+00,-5.102040816326530503e+00,-2.519783423573510959e+02
7.551020408163264364e+00,-5.102040816326530503e+00,-2.741357767596834378e+02
7.959183673469389930e+00,-5.102040816326530503e+00,-2.972927946688880638e+02
8.367346938775511944e+00,-5.102040816326530503e+00,-3.214493960849646896e+02
8.775510204081633958e+00,-5.102040816326530503e+00,-3.466055810079134289e+02
9.183673469387755972e+00,-5.102040816326530503e+00,-3.727613494377342818e+02
9.591836734693877986e+00,-5.102040816326530503e+00,-3.999167013744273618e+02
1.000000000000000000e+01,-5.102040816326530503e+00,-4.280716368179924984e+02
-1.000000000000000000e+01,-4.693877551020408490e+00,-2.281549354435651651e+02
-9.591836734693877986e+00,-4.693877551020408490e+00,-2.079966680549771070e+02
-9.183673469387755972e+00,-4.693877551020408490e+00,-1.888379841732611908e+02
-8.775510204081632182e+00,-4.693877551020408490e+00,-1.706788837984173028e+02
-8.367346938775510168e+00,-4.693877551020408490e+00,-1.535193669304456421e+02
-7.959183673469388154e+00,-4.693877551020408490e+00,-1.373594335693461232e+02
-7.551020408163265252e+00,-4.693877551020408490e+00,-1.221990837151187037e+02
-7.142857142857142350e+00,-4.693877551020408490e+00,-1.080383173677634261e+02
-6.734693877551020336e+00,-4.693877551020408490e+00,-9.487713452728029040e+01
-6.326530612244898322e+00,-4.693877551020408490e+00,-8.271553519366932505e+01
-5.918367346938775420e+00,-4.693877551020408490e+00,-7.155351936693043058e+01
-5.510204081632652517e+00,-4.693877551020408490e+00,-6.139108704706370645e+01
-5.102040816326530503e+00,-4.693877551020408490e+00,-5.222823823406913135e+01
-4.693877551020408490e+00,-4.693877551020408490e+00,-4.406497292794669818e+01
-4.285714285714285587e+00,-4.693877551020408490e+00,-3.690129112869636430e+01
-3.877551020408162685e+00,-4.693877551020408490e+00,-3.073719283631819366e+01
-3.469387755102040671e+00,-4.693877551020408490e+00,-2.557267805081216494e+01
-3.061224489795918657e+00,-4.693877551020408490e+00,-2.140774677217826394e+01
-2.653061224489795755e+00,-4.693877551020408490e+00,-1.824239900041650131e+01
-2.244897959183672853e+00,-4.693877551020408490e+00,-1.607663473552686284e+01
-1.836734693877550839e+00,-4.693877551020408490e+00,-1.491045397750937695e+01
-1.428571428571428825e+00,-4.693877551020408490e+00,-1.474385672636401701e+01
-1.020408163265305035e+00,-4.693877551020408490e+00,-1.557684298209080076e+01
-6.122448979591830209e-01,-4.693877551020408490e+00,-1.740941274468972111e+01
-2.040816326530610070e-01,-4.693877551020408490e+00,-2.024156601416077450e+01
2.040816326530610070e-01,-4.693877551020408490e+00,-2.407330279050395916e+01
6.122448979591830209e-01,-4.693877551020408490e+00,-2.890462307371928219e+01
1.020408163265306811e+00,-4.693877551020408490e+00,-3.473552686380676846e+01
1.428571428571428825e+00,-4.693877551020408490e+00,-4.156601416076635758e+01
1.836734693877550839e+00,-4.693877551020408490e+00,-4.939608496459808862e+01
2.244897959183674629e+00,-4.693877551020408490e+00,-5.822573927530199001e+01
2.653061224489796643e+00,-4.693877551020408490e+00,-6.805497709287800490e+01
3.061224489795918657e+00,-4.693877551020408490e+00,-7.888379841732611908e+01
3.469387755102040671e+00,-4.693877551020408490e+00,-9.071220324864640361e+01
3.877551020408162685e+00,-4.693877551020408490e+00,-1.035401915868388016e+02
4.285714285714286476e+00,-4.693877551020408490e+00,-1.173677634319033984e+02
4.693877551020408490e+00,-4.693877551020408490e+00,-1.321949187838400803e+02
5.102040816326530503e+00,-4.693877551020408490e+00,-1.480216576426489041e+02
5.510204081632654294e+00,-4.693877551020408490e+00,-1.648479800083298983e+02
5.918367346938776308e+00,-4.693877551020408490e+00,-1.826738858808830059e+02
6.326530612244898322e+00,-4.693877551020408490e+00,-2.014993752603082271e+02
6.734693877551020336e+00,-4.693877551020408490e+00,-2.213244481466055618e+02
7.142857142857142350e+00,-4.693877551020408490e+00,-2.421491045397750952e+02
7.551020408163264364e+00,-4.693877551020408490e+00,-2.639733444398167421e+02
7.959183673469389930e+00,-4.693877551020408490e+00,-2.867971678467306447e+02
8.367346938775511944e+00,-4.693877551020408490e+00,-3.106205747605165470e+02
8.775510204081633958e+00,-4.693877551020408490e+00,-3.354435651811746197e+02
9.183673469387755972e+00,-4.693877551020408490e+00,-3.612661391087047491e+02
9.591836734693877986e+00,-4.693877551020408490e+00,-3.880882965431070488e+02
1.000000000000000000e+01,-4.693877551020408490e+00,-4.159100374843815189e+02
-1.000000000000000000e+01,-4.285714285714285587e+00,-2.326530612244897611e+02
-9.591836734693877986e+00,-4.285714285714285587e+00,-2.121615993336110080e+02
-9.183673469387755972e+00,-4.285714285714285587e+00,-1.926697209496043683e+02
-8.775510204081632182e+00,-4.285714285714285587e+00,-1.741774260724697854e+02
-8.367346938775510168e+00,-4.285714285714285587e+00,-1.566847147022074012e+02
-7.959183673469388154e+00,-4.285714285714285587e+00,-1.401915868388171589e+02
-7.551020408163265252e+00,-4.285714285714285587e+00,-1.246980424822990443e+02
-7.142857142857142350e+00,-4.285714285714285587e+00,-1.102040816326530575e+02
-6.734693877551020336e+00,-4.285714285714285587e+00,-9.670970428987919831e+01
-6.326530612244898322e+00,-4.285714285714285587e+00,-8.421491045397752373e+01
-5.918367346938775420e+00,-4.285714285714285587e+00,-7.271970012494793423e+01
-5.510204081632652517e+00,-4.285714285714285587e+00,-6.222407330279049376e+01
-5.102040816326530503e+00,-4.285714285714285587e+00,-5.272802998750519521e+01
-4.693877551020408490e+00,-4.285714285714285587e+00,-4.423157017909205280e+01
-4.285714285714285587e+00,-4.285714285714285587e+00,-3.673469387755101678e+01
-3.877551020408162685e+00,-4.285714285714285587e+00,-3.023740108288212269e+01
-3.469387755102040671e+00,-4.285714285714285587e+00,-2.473969179508537408e+01
-3.061224489795918657e+00,-4.285714285714285587e+00,-2.024156601416077095e+01
-2.653061224489795755e+00,-4.285714285714285587e+00,-1.674302374010828842e+01
-2.244897959183672853e+00,-4.285714285714285587e+00,-1.424406497292794427e+01
-1.836734693877550839e+00,-4.285714285714285587e+00,-1.274468971261973849e+01
-1.428571428571428825e+00,-4.285714285714285587e+00,-1.224489795918367463e+01
-1.020408163265305035e+00,-4.285714285714285587e+00,-1.274468971261974559e+01
-6.122448979591830209e-01,-4.285714285714285587e+00,-1.424406497292794960e+01
-2.040816326530610070e-01,-4.285714285714285587e+00,-1.674302374010828842e+01
2.040816326530610070e-01,-4.285714285714285587e+00,-2.024156601416076384e+01
6.122448979591830209e-01,-4.285714285714285587e+00,-2.473969179508537053e+01
1.020408163265306811e+00,-4.285714285714285587e+00,-3.023740108288213690e+01
1.428571428571428825e+00,-4.285714285714285587e+00,-3.673469387755102389e+01
1.836734693877550839e+00,-4.285714285714285587e+00,-4.423157017909203859e+01
2.244897959183674629e+00,-4.285714285714285587e+00,-5.272802998750523074e+01
2.653061224489796643e+00,-4.285714285714285587e+00,-6.222407330279052218e+01
3.061224489795918657e+00,-4.285714285714285587e+00,-7.271970012494794844e+01
3.469387755102040671e+00,-4.285714285714285587e+00,-8.421491045397749531e+01
3.877551020408162685e+00,-4.285714285714285587e+00,-9.670970428987919831e+01
4.285714285714286476e+00,-4.285714285714285587e+00,-1.102040816326530859e+02
4.693877551020408490e+00,-4.285714285714285587e+00,-1.246980424822990585e+02
5.102040816326530503e+00,-4.285714285714285587e+00,-1.401915868388171589e+02
5.510204081632654294e+00,-4.285714285714285587e+00,-1.566847147022074580e+02
5.918367346938776308e+00,-4.285714285714285587e+00,-1.741774260724698422e+02
6.326530612244898322e+00,-4.285714285714285587e+00,-1.926697209496043399e+02
6.734693877551020336e+00,-4.285714285714285587e+00,-2.121615993336109796e+02
7.142857142857142350e+00,-4.285714285714285587e+00,-2.326530612244897611e+02
7.551020408163264364e+00,-4.285714285714285587e+00,-2.541441066222407130e+02
7.959183673469389930e+00,-4.285714285714285587e+00,-2.766347355268638921e+02
8.367346938775511944e+00,-4.285714285714285587e+00,-3.001249479383591279e+02
8.775510204081633958e+00,-4.285714285714285587e+00,-3.246147438567264203e+02
9.183673469387755972e+00,-4.285714285714285587e+00,-3.501041232819658831e+02
9.591836734693877986e+00,-4.285714285714285587e+00,-3.765930862140775162e+02
1.000000000000000000e+01,-4.285714285714285587e+00,-4.040816326530612059e+02
-1.000000000000000000e+01,-3.877551020408162685e+00,-2.374843815077051090e+02
-9.591836734693877986e+00,-3.877551020408162685e+00,-2.166597251145356324e+02
-9.183673469387755972e+00,-3.877551020408162685e+00,-1.968346522282382693e+02
-8.775510204081632182e+00,-3.877551020408162685e+00,-1.780091628488129913e+02
-8.367346938775510168e+00,-3.877551020408162685e+00,-1.601832569762598837e+02
-7.959183673469388154e+00,-3.877551020408162685e+00,-1.433569346105789464e+02
-7.551020408163265252e+00,-3.877551020408162685e+00,-1.275301957517700941e+02
-7.142857142857142350e+00,-3.877551020408162685e+00,-1.127030403998334123e+02
-6.734693877551020336e+00,-3.877551020408162685e+00,-9.887546855476884389e+01
-6.326530612244898322e+00,-3.877551020408162685e+00,-8.604748021657644586e+01
-5.918367346938775420e+00,-3.877551020408162685e+00,-7.421907538525613290e+01
-5.510204081632652517e+00,-3.877551020408162685e+00,-6.339025406080797609e+01
-5.102040816326530503e+00,-3.877551020408162685e+00,-5.356101624323198251e+01
-4.693877551020408490e+00,-3.877551020408162685e+00,-4.473136193252812376e+01
-4.285714285714285587e+00,-3.877551020408162685e+00,-3.690129112869636430e+01
-3.877551020408162685e+00,-3.877551020408162685e+00,-3.007080383173676807e+01
-3.469387755102040671e+00,-3.877551020408162685e+00,-2.423990004164931023e+01
-3.061224489795918657e+00,-3.877551020408162685e+00,-1.940857975843398719e+01
-2.653061224489795755e+00,-3.877551020408162685e+00,-1.557684298209079898e+01
-2.244897959183672853e+00,-3.877551020408162685e+00,-1.274468971261973493e+01
-1.836734693877550839e+00,-3.877551020408162685e+00,-1.091211995002082169e+01
-1.428571428571428825e+00,-3.877551020408162685e+00,-1.007913369429403971e+01
-1.020408163265305035e+00,-3.877551020408162685e+00,-1.024573094543939789e+01
-6.122448979591830209e-01,-3.877551020408162685e+00,-1.141191170345689443e+01
-2.040816326530610070e-01,-3.877551020408162685e+00,-1.357767596834651869e+01
2.040816326530610070e-01,-3.877551020408162685e+00,-1.674302374010828132e+01
6.122448979591830209e-01,-3.877551020408162685e+00,-2.090795501874217877e+01
1.020408163265306811e+00,-3.877551020408162685e+00,-2.607246980424823590e+01
1.428571428571428825e+00,-3.877551020408162685e+00,-3.223656809662639944e+01
1.836734693877550839e+00,-3.877551020408162685e+00,-3.940024989587670490e+01
2.244897959183674629e+00,-3.877551020408162685e+00,-4.756351520199918070e+01
2.653061224489796643e+00,-3.877551020408162685e+00,-5.672636401499376291e+01
3.061224489795918657e+00,-3.877551020408162685e+00,-6.688879633486047283e+01
3.469387755102040671e+00,-3.877551020408162685e+00,-7.805081216159932467e+01
3.877551020408162685e+00,-3.877551020408162685e+00,-9.021241149521030422e+01
4.285714285714286476e+00,-3.877551020408162685e+00,-1.033735943356934683e+02
4.693877551020408490e+00,-3.877551020408162685e+00,-1.175343606830487317e+02
5.102040816326530503e+00,-3.877551020408162685e+00,-1.326947105372761087e+02
5.510204081632654294e+00,-3.877551020408162685e+00,-1.488546438983757128e+02
5.918367346938776308e+00,-3.877551020408162685e+00,-1.660141607663473735e+02
6.326530612244898322e+00,-3.877551020408162685e+00,-1.841732611411911762e+02
6.734693877551020336e+00,-3.877551020408162685e+00,-2.033319450229070924e+02
7.142857142857142350e+00,-3.877551020408162685e+00,-2.234902124114951789e+02
7.551020408163264364e+00,-3.877551020408162685e+00,-2.446480633069554074e+02
7.959183673469389930e+00,-3.877551020408162685e+00,-2.668054977092879199e+02
8.367346938775511944e+00,-3.877551020408162685e+00,-2.899625156184923753e+02
8.775510204081633958e+00,-3.877551020408162685e+00,-3.141191170345690011e+02
9.183673469387755972e+00,-3.877551020408162685e+00,-3.392753019575177404e+02
9.591836734693877986e+00,-3.877551020408162685e+00,-3.654310703873386501e+02
1.000000000000000000e+01,-3.877551020408162685e+00,-3.925864223240316164e+02
-1.000000000000000000e+01,-3.469387755102040671e+00,-2.426488962932111519e+02
-9.591836734693877986e+00,-3.469387755102040671e+00,-2.214910453977509519e+02
-9.183673469387755972e+00,-3.469387755102040671e+00,-2.013327780091628938e+02
-8.775510204081632182e+00,-3.469387755102040671e+00,-1.821740941274468639e+02
-8.367346938775510168e+00,-3.469387755102040671e+00,-1.640149937526030612e+02
-7.959183673469388154e+00,-3.469387755102040671e+00,-1.468554768846314005e+02
-7.551020408163265252e+00,-3.469387755102040671e+00,-1.306955435235318532e+02
-7.142857142857142350e+00,-3.469387755102040671e+00,-1.155351936693044337e+02
-6.734693877551020336e+00,-3.469387755102040671e+00,-1.013744273219491561e+02
-6.326530612244898322e+00,-3.469387755102040671e+00,-8.821324448146607722e+01
-5.918367346938775420e+00,-3.469387755102040671e+00,-7.605164514785505503e+01
-5.510204081632652517e+00,-3.469387755102040671e+00,-6.488962932111618898e+01
-5.102040816326530503e+00,-3.469387755102040671e+00,-5.472719700124946485e+01
-4.693877551020408490e+00,-3.469387755102040671e+00,-4.556434818825490396e+01
-4.285714285714285587e+00,-3.469387755102040671e+00,-3.740108288213244236e+01
-3.877551020408162685e+00,-3.469387755102040671e+00,-3.023740108288212625e+01
-3.469387755102040671e+00,-3.469387755102040671e+00,-2.407330279050395561e+01
-3.061224489795918657e+00,-3.469387755102040671e+00,-1.890878800499791978e+01
-2.653061224489795755e+00,-3.469387755102040671e+00,-1.474385672636401168e+01
-2.244897959183672853e+00,-3.469387755102040671e+00,-1.157850895460224727e+01
-1.836734693877550839e+00,-3.469387755102040671e+00,-9.412744689712615909e+00
-1.428571428571428825e+00,-3.469387755102040671e+00,-8.246563931695128247e+00
-1.020408163265305035e+00,-3.469387755102040671e+00,-8.079966680549771851e+00
-6.122448979591830209e-01,-3.469387755102040671e+00,-8.912952936276553828e+00
-2.040816326530610070e-01,-3.469387755102040671e+00,-1.074552269887546885e+01
2.040816326530610070e-01,-3.469387755102040671e+00,-1.357767596834651869e+01
6.122448979591830209e-01,-3.469387755102040671e+00,-1.740941274468970335e+01
1.020408163265306811e+00,-3.469387755102040671e+00,-2.224073302790504769e+01
1.428571428571428825e+00,-3.469387755102040671e+00,-2.807163681799250554e+01
1.836734693877550839e+00,-3.469387755102040671e+00,-3.490212411495209466e+01
2.244897959183674629e+00,-3.469387755102040671e+00,-4.273219491878386123e+01
2.653061224489796643e+00,-3.469387755102040671e+00,-5.156184922948772709e+01
3.061224489795918657e+00,-3.469387755102040671e+00,-6.139108704706373487e+01
3.469387755102040671e+00,-3.469387755102040671e+00,-7.221990837151186327e+01
3.877551020408162685e+00,-3.469387755102040671e+00,-8.404831320283213358e+01
4.285714285714286476e+00,-3.469387755102040671e+00,-9.687630154102460267e+01
4.693877551020408490e+00,-3.469387755102040671e+00,-1.107038733860891284e+02
5.102040816326530503e+00,-3.469387755102040671e+00,-1.255310287380258103e+02
5.510204081632654294e+00,-3.469387755102040671e+00,-1.413577675968346909e+02
5.918367346938776308e+00,-3.469387755102040671e+00,-1.581840899625156567e+02
6.326530612244898322e+00,-3.469387755102040671e+00,-1.760099958350687643e+02
6.734693877551020336e+00,-3.469387755102040671e+00,-1.948354852144939287e+02
7.142857142857142350e+00,-3.469387755102040671e+00,-2.146605581007913202e+02
7.551020408163264364e+00,-3.469387755102040671e+00,-2.354852144939607967e+02
7.959183673469389930e+00,-3.469387755102040671e+00,-2.573094543940026142e+02
8.367346938775511944e+00,-3.469387755102040671e+00,-2.801332778009164031e+02
8.775510204081633958e+00,-3.469387755102040671e+00,-3.039566847147022486e+02
9.183673469387755972e+00,-3.469387755102040671e+00,-3.287796751353603213e+02
9.591836734693877986e+00,-3.469387755102040671e+00,-3.546022490628905075e+02
1.000000000000000000e+01,-3.469387755102040671e+00,-3.814244064972928072e+02
-1.000000000000000000e+01,-3.061224489795918657e+00,-2.481466055810079183e+02
-9.591836734693877986e+00,-3.061224489795918657e+00,-2.266555601832570233e+02
-9.183673469387755972e+00,-3.061224489795918657e+00,-2.061640982923781849e+02
-8.775510204081632182e+00,-3.061224489795918657e+00,-1.866722199083714884e+02
-8.367346938775510168e+00,-3.061224489795918657e+00,-1.681799250312369622e+02
-7.959183673469388154e+00,-3.061224489795918657e+00,-1.506872136609746065e+02
-7.551020408163265252e+00,-3.061224489795918657e+00,-1.341940857975843358e+02
-7.142857142857142350e+00,-3.061224489795918657e+00,-1.187005414410662212e+02
-6.734693877551020336e+00,-3.061224489795918657e+00,-1.042065805914202201e+02
-6.326530612244898322e+00,-3.061224489795918657e+00,-9.071220324864640361e+01
-5.918367346938775420e+00,-3.061224489795918657e+00,-7.821740941274467218e+01
-5.510204081632652517e+00,-3.061224489795918657e+00,-6.672219908371509689e+01
-5.102040816326530503e+00,-3.061224489795918657e+00,-5.622657226155766352e+01
-4.693877551020408490e+00,-3.061224489795918657e+00,-4.673052894627238629e+01
-4.285714285714285587e+00,-3.061224489795918657e+00,-3.823406913785920835e+01
-3.877551020408162685e+00,-3.061224489795918657e+00,-3.073719283631819366e+01
-3.469387755102040671e+00,-3.061224489795918657e+00,-2.423990004164931023e+01
-3.061224489795918657e+00,-3.061224489795918657e+00,-1.874219075385256517e+01
-2.653061224489795755e+00,-3.061224489795918657e+00,-1.424406497292794427e+01
-2.244897959183672853e+00,-3.061224489795918657e+00,-1.074552269887546707e+01
-1.836734693877550839e+00,-3.061224489795918657e+00,-8.246563931695124694e+00
-1.428571428571428825e+00,-3.061224489795918657e+00,-6.747188671386924241e+00
-1.020408163265305035e+00,-3.061224489795918657e+00,-6.247396917950855055e+00
-6.122448979591830209e-01,-3.061224489795918657e+00,-6.747188671386924241e+00
-2.040816326530610070e-01,-3.061224489795918657e+00,-8.246563931695128247e+00
2.040816326530610070e-01,-3.061224489795918657e+00,-1.074552269887546885e+01
6.122448979591830209e-01,-3.061224489795918657e+00,-1.424406497292794249e+01
1.020408163265306811e+00,-3.061224489795918657e+00,-1.874219075385257227e+01
1.428571428571428825e+00,-3.061224489795918657e+00,-2.423990004164932088e+01
1.836734693877550839e+00,-3.061224489795918657e+00,-3.073719283631819721e+01
2.244897959183674629e+00,-3.061224489795918657e+00,-3.823406913785925099e+01
2.653061224489796643e+00,-3.061224489795918657e+00,-4.673052894627240050e+01
3.061224489795918657e+00,-3.061224489795918657e+00,-5.622657226155769195e+01
3.469387755102040671e+00,-3.061224489795918657e+00,-6.672219908371512531e+01
3.877551020408162685e+00,-3.061224489795918657e+00,-7.821740941274467218e+01
4.285714285714286476e+00,-3.061224489795918657e+00,-9.071220324864641782e+01
4.693877551020408490e+00,-3.061224489795918657e+00,-1.042065805914202485e+02
5.102040816326530503e+00,-3.061224489795918657e+00,-1.187005414410662070e+02
5.510204081632654294e+00,-3.061224489795918657e+00,-1.341940857975843926e+02
5.918367346938776308e+00,-3.061224489795918657e+00,-1.506872136609746349e+02
6.326530612244898322e+00,-3.061224489795918657e+00,-1.681799250312370191e+02
6.734693877551020336e+00,-3.061224489795918657e+00,-1.866722199083715168e+02
7.142857142857142350e+00,-3.061224489795918657e+00,-2.061640982923781849e+02
7.551020408163264364e+00,-3.061224489795918657e+00,-2.266555601832569664e+02
7.959183673469389930e+00,-3.061224489795918657e+00,-2.481466055810080320e+02
8.367346938775511944e+00,-3.061224489795918657e+00,-2.706372344856310974e+02
8.775510204081633958e+00,-3.061224489795918657e+00,-2.941274468971262763e+02
9.183673469387755972e+00,-3.061224489795918657e+00,-3.186172428154935687e+02
9.591836734693877986e+00,-3.061224489795918657e+00,-3.441066222407330883e+02
1.000000000000000000e+01,-3.061224489795918657e+00,-3.705955851728446646e+02
-1.000000000000000000e+01,-2.653061224489795755e+00,-2.539775093710953797e+02
-9.591836734693877986e+00,-2.653061224489795755e+00,-2.321532694710537612e+02
-9.183673469387755972e+00,-2.653061224489795755e+00,-2.113286130778842562e+02
-8.775510204081632182e+00,-2.653061224489795755e+00,-1.915035401915868079e+02
-8.367346938775510168e+00,-2.653061224489795755e+00,-1.726780508121615583e+02
-7.959183673469388154e+00,-2.653061224489795755e+00,-1.548521449396085075e+02
-7.551020408163265252e+00,-2.653061224489795755e+00,-1.380258225739275133e+02
-7.142857142857142350e+00,-2.653061224489795755e+00,-1.221990837151186895e+02
-6.734693877551020336e+00,-2.653061224489795755e+00,-1.073719283631819792e+02
-6.326530612244898322e+00,-2.653061224489795755e+00,-9.354435651811746766e+01
-5.918367346938775420e+00,-2.653061224489795755e+00,-8.071636817992502699e+01
-5.510204081632652517e+00,-2.653061224489795755e+00,-6.888796334860474246e+01
-5.102040816326530503e+00,-2.653061224489795755e+00,-5.805914202415659275e+01
-4.693877551020408490e+00,-2.653061224489795755e+00,-4.822990420658059918e+01
-4.285714285714285587e+00,-2.653061224489795755e+00,-3.940024989587671200e+01
-3.877551020408162685e+00,-2.653061224489795755e+00,-3.157017909204497030e+01
-3.469387755102040671e+00,-2.653061224489795755e+00,-2.473969179508537408e+01
-3.061224489795918657e+00,-2.653061224489795755e+00,-1.890878800499792334e+01
-2.653061224489795755e+00,-2.653061224489795755e+00,-1.407746772178258965e+01
-2.244897959183672853e+00,-2.653061224489795755e+00,-1.024573094543939611e+01
-1.836734693877550839e+00,-2.653061224489795755e+00,-7.413577675968344494e+00
-1.428571428571428825e+00,-2.653061224489795755e+00,-5.581007913369430362e+00
-1.020408163265305035e+00,-2.653061224489795755e+00,-4.748021657642648385e+00
-6.122448979591830209e-01,-2.653061224489795755e+00,-4.914618908788005669e+00
-2.040816326530610070e-01,-2.653061224489795755e+00,-6.080799666805498660e+00
2.040816326530610070e-01,-2.653061224489795755e+00,-8.246563931695124694e+00
6.122448979591830209e-01,-2.653061224489795755e+00,-1.141191170345688555e+01
1.020408163265306811e+00,-2.653061224489795755e+00,-1.557684298209080254e+01
1.428571428571428825e+00,-2.653061224489795755e+00,-2.074135776759683836e+01
1.836734693877550839e+00,-2.653061224489795755e+00,-2.690545605997500545e+01
2.244897959183674629e+00,-2.653061224489795755e+00,-3.406913785922534288e+01
2.653061224489796643e+00,-2.653061224489795755e+00,-4.223240316534779026e+01
3.061224489795918657e+00,-2.653061224489795755e+00,-5.139525197834236536e+01
3.469387755102040671e+00,-2.653061224489795755e+00,-6.155768429820906817e+01
3.877551020408162685e+00,-2.653061224489795755e+00,-7.271970012494792002e+01
4.285714285714286476e+00,-2.653061224489795755e+00,-8.488129945855895642e+01
4.693877551020408490e+00,-2.653061224489795755e+00,-9.804248229904207790e+01
5.102040816326530503e+00,-2.653061224489795755e+00,-1.122032486463973271e+02
5.510204081632654294e+00,-2.653061224489795755e+00,-1.273635985006247893e+02
5.918367346938776308e+00,-2.653061224489795755e+00,-1.435235318617243081e+02
6.326530612244898322e+00,-2.653061224489795755e+00,-1.606830487296959973e+02
6.734693877551020336e+00,-2.653061224489795755e+00,-1.788421491045397431e+02
7.142857142857142350e+00,-2.653061224489795755e+00,-1.980008329862556877e+02
7.551020408163264364e+00,-2.653061224489795755e+00,-2.181591003748437743e+02
7.959183673469389930e+00,-2.653061224489795755e+00,-2.393169512703041448e+02
8.367346938775511944e+00,-2.653061224489795755e+00,-2.614743856726364584e+02
8.775510204081633958e+00,-2.653061224489795755e+00,-2.846314035818409707e+02
9.183673469387755972e+00,-2.653061224489795755e+00,-3.087880049979175965e+02
9.591836734693877986e+00,-2.653061224489795755e+00,-3.339441899208663358e+02
1.000000000000000000e+01,-2.653061224489795755e+00,-3.600999583506871886e+02
-1.000000000000000000e+01,-2.244897959183672853e+00,-2.601416076634735646e+02
-9.591836734693877986e+00,-2.244897959183672853e+00,-2.379841732611412226e+02
-9.183673469387755972e+00,-2.244897959183672853e+00,-2.168263223656810226e+02
-8.775510204081632182e+00,-2.244897959183672853e+00,-1.966680549770928792e+02
-8.367346938775510168e+00,-2.244897959183672853e+00,-1.775093710953769346e+02
-7.959183673469388154e+00,-2.244897959183672853e+00,-1.593502707205331319e+02
